mode,thread_number,load_operations,run_operations,key_size(B),value_size(B),overall_throughput(IOPS),average_latency(ns)
false,10,10000000,10000000,16,256,148769.526195,6721.806714
true,10,10000000,10000000,16,256,139315.026539,7177.976596
false,12,10000000,10000000,16,256,155878.014881,6415.272871
true,12,10000000,10000000,16,256,155426.350420,6433.915467
false,14,10000000,10000000,16,256,121355.527981,8240.250911
true,14,10000000,10000000,16,256,140268.469219,7129.185950
false,16,10000000,10000000,16,256,148065.326681,6753.775664
true,16,10000000,10000000,16,256,141484.745915,7067.899748
false,18,10000000,10000000,16,256,172341.725376,5802.425372
true,18,10000000,10000000,16,256,147646.477256,6772.935044
false,1,10000000,10000000,16,256,17597.300786,56826.897042
true,1,10000000,10000000,16,256,10118.426387,98829.596790
false,20,10000000,10000000,16,256,201053.453019,4973.801668
true,20,10000000,10000000,16,256,156721.313630,6380.753050
false,22,10000000,10000000,16,256,211009.745583,4739.117604
true,22,10000000,10000000,16,256,184248.342660,5427.457233
false,24,10000000,10000000,16,256,197511.868346,5062.986890
true,24,10000000,10000000,16,256,212617.740220,4703.276401
false,26,10000000,10000000,16,256,191701.644802,5216.439332
true,26,10000000,10000000,16,256,200165.903368,4995.855853
false,28,10000000,10000000,16,256,180526.275396,5539.359840
true,28,10000000,10000000,16,256,202916.812201,4928.127882
false,2,10000000,10000000,16,256,27795.367272,35977.218442
true,2,10000000,10000000,16,256,35780.605735,27948.101478
false,30,10000000,10000000,16,256,174042.419298,5745.725692
true,30,10000000,10000000,16,256,208872.844883,4787.601761
false,32,10000000,10000000,16,256,172549.327535,5795.444203
true,32,10000000,10000000,16,256,212195.532725,4712.634555
false,34,10000000,10000000,16,256,169369.875877,5904.237662
true,34,10000000,10000000,16,256,210837.023984,4742.999977
false,36,10000000,10000000,16,256,169586.318411,5896.702101
true,36,10000000,10000000,16,256,214286.588316,4666.647632
false,38,10000000,10000000,16,256,171794.116187,5820.921125
true,38,10000000,10000000,16,256,214998.781635,4651.189148
false,40,10000000,10000000,16,256,174481.547205,5731.265088
true,40,10000000,10000000,16,256,223639.714029,4471.477726
false,42,10000000,10000000,16,256,177719.871056,5626.832802
true,42,10000000,10000000,16,256,225886.168017,4427.008563
false,44,10000000,10000000,16,256,176257.920307,5673.503910
true,44,10000000,10000000,16,256,228373.174285,4378.798005
false,46,10000000,10000000,16,256,182188.835772,5488.810529
true,46,10000000,10000000,16,256,231995.885688,4310.421269
false,48,10000000,10000000,16,256,183386.053793,5452.977363
true,48,10000000,10000000,16,256,241044.588873,4148.610034
false,4,10000000,10000000,16,256,65367.073570,15298.221955
true,4,10000000,10000000,16,256,72994.747073,13699.615933
false,6,10000000,10000000,16,256,110717.643856,9031.984110
true,6,10000000,10000000,16,256,97627.682852,10242.996359
false,8,10000000,10000000,16,256,128853.614309,7760.744666
true,8,10000000,10000000,16,256,117804.059960,8488.671785
